example_idx,gt,raw_response,parsed_answer,correct,abs_error,rel_error,latency_sec,error
95,300.0,"```python
def solve():
    # Let x = number of subsoil bags
    #     y = number of topsoil bags
    #
    # Minimize water: 10x + 6y
    #
    # Constraints:
    # 1) x + y <= 150          (truck capacity)
    # 2) y >= 10               (at least 10 topsoil)
    # 3) y <= 0.3(x + y)       (at most 30% topsoil)
    #    => y <= 0.3x + 0.3y
    #    => 0.7y <= 0.3x
    #    => y <= (3/7)x
    # 4) x >= 0, y >= 0
    #
    # Since subsoil uses more water per bag (10) than topsoil (6),
    # to minimize water we want as many topsoil bags as allowed by constraints.
    #
    # From y <= (3/7)x and x + y <= 150, and y >= 10:
    # We search feasible corner points:
    # A: y = 10, x + y = 150 -> x = 140
    #    Check y <= (3/7)x: 10 <= (3/7)*140 = 60  -> OK
    #
    # B: y = (3/7)x and x + y = 150:
    #    x + (3/7)x = 150 -> (10/7)x = 150 -> x = 105, y = 45
    #    Check y >= 10 -> OK
    #
    # C: y = 10 and y = (3/7)x:
    #    10 = (3/7)x -> x = 70/3, then x + y = 70/3 + 10 = 100/3 < 150
    #    So capacity not binding; this point is feasible.
    #
    # Evaluate objective at these candidates:
    # A: 10*140 + 6*10 = 1400 + 60 = 1460
    # B: 10*105 + 6*45 = 1050 + 270 = 1320
    # C: 10*(70/3) + 6*10 = 700/3 + 60 = 880/3 ≈ 293.33
    #
    # C has the smallest value and is feasible, so it's optimal.
    #
    # Return the optimal objective value as float:
    return 880.0 / 3.0
```",293.3333333333333,False,6.666666666666686,0.022222222222148213,4.039320945739746,
96,22.0,"```python
def solve():
    # We solve the LP:
    # Minimize:  3x + 2y
    # Subject to:
    #   300x + 200y >= 2200   (calories)
    #   4.5x + 4y   >= 30     (protein)
    #   x, y >= 0
    #
    # The optimum for a 2-variable LP with >= constraints and positive costs
    # will occur at a corner point of the feasible region.
    #
    # Candidate corner points come from:
    # 1) Intersection of the two constraint lines
    # 2) Intersection of each constraint with axes (x=0 or y=0), if feasible.
    
    # 1) Intersection of:
    #   300x + 200y = 2200
    #   4.5x + 4y   = 30
    #
    # Solve analytically:
    # From second: 4.5x + 4y = 30
    # Express y = (30 - 4.5x)/4
    # Substitute into first:
    #   300x + 200 * ((30 - 4.5x)/4) = 2200
    #   300x + 50 * (30 - 4.5x) = 2200
    #   300x + 1500 - 225x = 2200
    #   75x = 700
    #   x = 700/75
    x_inter = 700.0 / 75.0
    # y from protein constraint:
    y_inter = (30.0 - 4.5 * x_inter) / 4.0

    # 2) Intersections with axes:
    # x = 0:
    #   300*0 + 200y >= 2200 -> y >= 11
    #   4.5*0 + 4y   >= 30   -> y >= 7.5
    # So y >= 11, candidate point (0, 11)
    x_axis1, y_axis1 = 0.0, 11.0

    # y = 0:
    #   300x >= 2200 -> x >= 2200/300
    #   4.5x >= 30   -> x >= 30/4.5
    # So x >= max(2200/300, 30/4.5)
    x_req_cal = 2200.0 / 300.0
    x_req_pro = 30.0 / 4.5
    x_axis2 = max(x_req_cal, x_req_pro)
    y_axis2 = 0.0

    # Collect candidate points that satisfy all constraints
    candidates = []

    def feasible(x, y):
        if x < 0 or y < 0:
            return False
        if 300.0 * x + 200.0 * y < 2200.0 - 1e-9:
            return False
        if 4.5 * x + 4.0 * y < 30.0 - 1e-9:
            return False
        return True

    # Add intersection point if feasible
    if feasible(x_inter, y_inter):
        candidates.append((x_inter, y_inter))

    # Add axis intersection points if feasible
    if feasible(x_axis1, y_axis1):
        candidates.append((x_axis1, y_axis1))
    if feasible(x_axis2, y_axis2):
        candidates.append((x_axis2, y_axis2))

    # Compute objective 3x + 2y for all candidates and take minimum
    best_val = float(""inf"")
    for x, y in candidates:
        cost = 3.0 * x + 2.0 * y
        if cost < best_val:
            best_val = cost

    return best_val
```",22.0,True,0.0,0.0,5.020780801773071,
97,175.0,"```python
def solve():
    # We want to minimize pollution:
    # Let x = number of hot-air balloon rides (integer, 0 <= x <= 10)
    # Let y = number of gondola lift rides (integer, y >= 0)
    #
    # Constraints:
    # 4x + 6y >= 70  (visitor capacity)
    # Objective: minimize 10x + 15y
    
    best_value = None
    
    for x in range(0, 11):  # x can be 0 to 10
        # Need 4x + 6y >= 70  =>  6y >= 70 - 4x  =>  y >= (70 - 4x)/6
        required_y = (70 - 4 * x) / 6.0
        if required_y <= 0:
            y = 0
        else:
            # y must be integer, so take ceiling
            y = int(required_y)
            if y < required_y:
                y += 1
        
        # Check feasibility
        if 4 * x + 6 * y >= 70 and x <= 10 and x >= 0 and y >= 0:
            pollution = 10 * x + 15 * y
            if best_value is None or pollution < best_value:
                best_value = pollution
    
    return float(best_value)
```",175.0,True,0.0,0.0,1.9499552249908447,
98,30.0,"```python
def solve():
    # We want to minimize total vehicles: x + y
    # Subject to:
    # 1) 12x + 18y >= 400
    # 2) x >= 0.7(x + y)  ->  0.3x >= 0.7y  ->  3x >= 7y  ->  x >= (7/3)*y
    # 3) x, y >= 0 and integers (implicitly, since vehicles are discrete)
    #
    # We'll brute force over a reasonable range of y (buses), compute the minimum
    # feasible x for each y, and track the combination with minimal x + y.
    
    best_value = None  # minimal total vehicles
    best_x = None
    best_y = None
    
    # Upper bound for y: if all were buses, 400/18 ≈ 22.23, so y <= 23 is enough
    for y in range(0, 50):  # 50 is a safe upper bound
        # From x >= (7/3)*y
        x_min_ratio = (7 * y + 2) // 3  # ceil(7y/3) = (7y + 2)//3 for integers
        
        # From 12x + 18y >= 400  ->  x >= (400 - 18y)/12
        rhs = 400 - 18 * y
        if rhs <= 0:
            x_min_capacity = 0
        else:
            # ceil(rhs/12)
            x_min_capacity = (rhs + 11) // 12
        
        x = max(x_min_ratio, x_min_capacity)
        
        # Check feasibility (nonnegative x)
        if x < 0:
            continue
        
        total = x + y
        if best_value is None or total < best_value:
            best_value = total
            best_x = x
            best_y = y
    
    # The problem asks for the optimal objective value (minimal total vehicles).
    # Return it as a float.
    return float(best_value)
```",30.0,True,0.0,0.0,3.1728687286376953,
99,342750.0,"```python
def solve():
    # We solve the LP:
    # Maximize 150x + 300y
    # subject to:
    # 4x + 2y <= 4000   (slicer)
    # 2.5x + 3.5y <= 4000 (packer)
    # x, y >= 0
    
    # Corner points come from intersections of constraints and axes.
    # 1) Axes:
    #    x = 0:
    #       2y <= 4000  -> y <= 2000
    #       3.5y <= 4000 -> y <= 4000/3.5
    #       So y = min(2000, 4000/3.5)
    y_x0 = min(4000/2.0, 4000/3.5)
    x0_y = 0.0
    
    #    y = 0:
    #       4x <= 4000   -> x <= 1000
    #       2.5x <= 4000 -> x <= 1600
    #       So x = min(1000, 1600)
    x_y0 = min(4000/4.0, 4000/2.5)
    y0_x = 0.0
    
    # 2) Intersection of the two constraints:
    #    4x + 2y = 4000
    #    2.5x + 3.5y = 4000
    #
    # Solve the system:
    # From first: 2y = 4000 - 4x -> y = 2000 - 2x
    # Plug into second:
    # 2.5x + 3.5(2000 - 2x) = 4000
    # 2.5x + 7000 - 7x = 4000
    # -4.5x = -3000
    # x = 3000 / 4.5
    x_int = 3000.0 / 4.5
    y_int = 2000.0 - 2.0 * x_int
    
    # Collect feasible corner points
    points = [
        (0.0, y_x0),
        (x_y0, 0.0),
        (x_int, y_int)
    ]
    
    # Filter only feasible points (satisfying constraints and nonnegative)
    feasible_points = []
    for x, y in points:
        if x >= 0 and y >= 0:
            if 4*x + 2*y <= 4000 + 1e-9 and 2.5*x + 3.5*y <= 4000 + 1e-9:
                feasible_points.append((x, y))
    
    # Evaluate objective at feasible points
    best_value = float('-inf')
    for x, y in feasible_points:
        value = 150*x + 300*y
        if value > best_value:
            best_value = value
    
    return best_value
```",342857.14285714284,False,107.14285714284051,0.00031259768677706844,3.077794075012207,
100,30000.0,"```python
def solve():
    # We solve the LP:
    # Maximize 500x + 650y
    # Subject to:
    # 1) x + y <= 50
    # 2) x >= 12
    # 3) y >= 15
    # 4) y >= x        (more cucumbers than potatoes)
    # 5) y <= 2x       (at most twice cucumbers as potatoes)
    #
    # We'll find all candidate vertices by intersecting constraint boundaries
    # and then check feasibility and objective value.

    import math

    # Represent constraints as functions to check feasibility
    def feasible(x, y):
        eps = 1e-9
        if x + y > 50 + eps:
            return False
        if x < 12 - eps:
            return False
        if y < 15 - eps:
            return False
        if y < x - eps:
            return False
        if y > 2 * x + eps:
            return False
        return True

    # List of boundary lines as (type, params)
    # We'll intersect each pair of boundaries.
    # Boundaries:
    # B1: x + y = 50
    # B2: x = 12
    # B3: y = 15
    # B4: y = x
    # B5: y = 2x
    #
    # We'll encode them and write a small solver for pairwise intersections.

    def intersect(b1, b2):
        # Each boundary is a string label; we solve analytically.
        # Return (x, y) or None if parallel/inconsistent.
        if b1 == ""x+y=50"" and b2 == ""x=12"" or b2 == ""x+y=50"" and b1 == ""x=12"":
            x = 12.0
            y = 50.0 - x
            return (x, y)
        if b1 == ""x+y=50"" and b2 == ""y=15"" or b2 == ""x+y=50"" and b1 == ""y=15"":
            y = 15.0
            x = 50.0 - y
            return (x, y)
        if b1 == ""x+y=50"" and b2 == ""y=x"" or b2 == ""x+y=50"" and b1 == ""y=x"":
            # x + x = 50
            x = 25.0
            y = 25.0
            return (x, y)
        if b1 == ""x+y=50"" and b2 == ""y=2x"" or b2 == ""x+y=50"" and b1 == ""y=2x"":
            # x + 2x = 50
            x = 50.0 / 3.0
            y = 2.0 * x
            return (x, y)
        if b1 == ""x=12"" and b2 == ""y=15"" or b2 == ""x=12"" and b1 == ""y=15"":
            return (12.0, 15.0)
        if b1 == ""x=12"" and b2 == ""y=x"" or b2 == ""x=12"" and b1 == ""y=x"":
            return (12.0, 12.0)
        if b1 == ""x=12"" and b2 == ""y=2x"" or b2 == ""x=12"" and b1 == ""y=2x"":
            return (12.0, 24.0)
        if b1 == ""y=15"" and b2 == ""y=x"" or b2 == ""y=15"" and b1 == ""y=x"":
            return (15.0, 15.0)
        if b1 == ""y=15"" and b2 == ""y=2x"" or b2 == ""y=15"" and b1 == ""y=2x"":
            # 15 = 2x
            x = 7.5
            y = 15.0
            return (x, y)
        if b1 == ""y=x"" and b2 == ""y=2x"" or b2 == ""y=x"" and b1 == ""y=2x"":
            # x = 2x -> x=0
            x = 0.0
            y = 0.0
            return (x, y)
        return None

    boundaries = [""x+y=50"", ""x=12"", ""y=15"", ""y=x"", ""y=2x""]

    candidates = []

    # Pairwise intersections
    for i in range(len(boundaries)):
        for j in range(i + 1, len(boundaries)):
            pt = intersect(boundaries[i], boundaries[j])
            if pt is not None:
                candidates.append(pt)

    # Also consider points where a single boundary meets implicit bounds,
    # but here all relevant vertices come from pairwise intersections.

    best_val = -math.inf
    for (x, y) in candidates:
        if feasible(x, y):
            val = 500.0 * x + 650.0 * y
            if val > best_val:
                best_val = val

    return best_val
```",30000.0,True,0.0,0.0,6.348497152328491,
101,1366.6666666666667,"```python
def solve():
    # We solve the LP:
    # Minimize 300*x + 200*y
    # subject to:
    # 2x + 4y >= 10   (raspberries)
    # 2x + 1y >= 9    (blueberries)
    # 4x + 2y >= 15   (strawberries)
    # x, y >= 0
    #
    # We'll find the optimal solution by checking all corner points of the feasible region.
    # Corner points come from intersections of pairs of constraint lines and axes.

    import math

    def is_feasible(x, y):
        if x < 0 or y < 0:
            return False
        if 2*x + 4*y < 10 - 1e-9:
            return False
        if 2*x + y < 9 - 1e-9:
            return False
        if 4*x + 2*y < 15 - 1e-9:
            return False
        return True

    def cost(x, y):
        return 300*x + 200*y

    candidates = []

    # Intersections of pairs of constraints:
    # 1) 2x + 4y = 10  and  2x + y = 9
    # From second: y = 9 - 2x
    # Substitute into first: 2x + 4(9 - 2x) = 10 -> 2x + 36 - 8x = 10 -> -6x = -26 -> x = 26/6
    x = 26.0 / 6.0
    y = 9.0 - 2.0 * x
    candidates.append((x, y))

    # 2) 2x + 4y = 10  and  4x + 2y = 15
    # Solve the system:
    # 2x + 4y = 10
    # 4x + 2y = 15
    # Multiply first by 2: 4x + 8y = 20
    # Subtract second: (4x+8y) - (4x+2y) = 20 - 15 -> 6y = 5 -> y = 5/6
    # Then 2x + 4*(5/6) = 10 -> 2x + 20/6 = 10 -> 2x = 10 - 20/6 = 40/6 -> x = 20/6
    x = 20.0 / 6.0
    y = 5.0 / 6.0
    candidates.append((x, y))

    # 3) 2x + y = 9  and  4x + 2y = 15
    # From second: 2x + y = 7.5
    # Compare with first: 2x + y = 9 -> inconsistent, no intersection.

    # Intersections with axes:
    # x = 0:
    #   2*0 + 4y >= 10 -> y >= 2.5
    #   2*0 + y >= 9   -> y >= 9
    #   4*0 + 2y >= 15 -> y >= 7.5
    # So y >= 9, minimal y is 9
    candidates.append((0.0, 9.0))

    # y = 0:
    #   2x >= 10 -> x >= 5
    #   2x >= 9  -> x >= 4.5
    #   4x >= 15 -> x >= 3.75
    # So x >= 5, minimal x is 5
    candidates.append((5.0, 0.0))

    best_val = math.inf
    for x, y in candidates:
        if is_feasible(x, y):
            c = cost(x, y)
            if c < best_val:
                best_val = c

    return float(best_val)
```",1366.6666666666667,True,0.0,0.0,4.143132448196411,
102,-99999.0,"```python
def solve():
    # We model:
    # x = number of manual slicers
    # y = number of automatic slicers
    #
    # Constraints:
    # 1) 5x + 8y >= 50   (slices per minute)
    # 2) 3x + 6y <= 35   (grease units per minute)
    # 3) x < y
    # 4) x, y >= 0 and integers
    #
    # Objective: minimize x + y
    
    best_value = None
    
    # Since 3x + 6y <= 35, we can bound x and y.
    # Max y occurs when x=0: 6y <= 35 -> y <= 5 (integer)
    # Max x occurs when y=0: 3x <= 35 -> x <= 11 (integer)
    # We'll brute force over this small range.
    
    for x in range(0, 12):      # 0 to 11
        for y in range(0, 6):   # 0 to 5
            # Check constraints
            if 5 * x + 8 * y < 50:
                continue
            if 3 * x + 6 * y > 35:
                continue
            if not (x < y):
                continue
            
            total = x + y
            if best_value is None or total < best_value:
                best_value = total
    
    # Return the minimal total number of slicers (objective value)
    return float(best_value if best_value is not None else 0.0)
```",0.0,False,99999.0,0.99999999999999,2.2088401317596436,
103,26.0,"```python
def solve():
    # We want to minimize total boxes: x + y
    # x = number of small boxes, y = number of large boxes
    # Constraints:
    # 1) 25x + 45y >= 750  (masks requirement)
    # 2) x >= 3y           (at least three times as many small as large)
    # 3) y >= 5            (at least 5 large boxes)
    # 4) x, y are nonnegative integers
    
    best_value = None
    
    # Since 45y <= 750 for feasible y (otherwise even with x=0 we'd exceed masks),
    # y is at most 750 // 45. We'll search over this small range.
    for y in range(5, 751 // 45 + 2):  # small safe upper bound
        # From x >= 3y and 25x + 45y >= 750:
        # x must satisfy both:
        #   x >= 3y
        #   25x >= 750 - 45y  -> x >= (750 - 45y)/25
        rhs = 750 - 45 * y
        if rhs <= 0:
            x_min_masks = 0
        else:
            # ceiling division for (750 - 45y)/25
            x_min_masks = (rhs + 25 - 1) // 25
        
        x_min = max(3 * y, x_min_masks)
        
        # Check feasibility
        if x_min < 0:
            continue
        
        # Compute objective
        total_boxes = x_min + y
        
        if best_value is None or total_boxes < best_value:
            best_value = total_boxes
    
    # Return the minimal total number of boxes as a float
    return float(best_value)
```",26.0,True,0.0,0.0,3.587074041366577,
104,571.0,"```python
def solve():
    # Let x = number of pill vaccines
    #     y = number of shot vaccines
    #
    # Maximize:  x + y
    # Subject to:
    #   10x + 20y <= 10000        (time constraint)
    #   y >= 3x                   (at least 3 times as many shots as pills)
    #   x >= 30                   (at least 30 pills)
    #   x, y >= 0
    #
    # From y >= 3x, to maximize x + y under the time constraint,
    # we should take y as small as allowed, i.e., y = 3x.
    #
    # Substitute into time constraint:
    #   10x + 20(3x) <= 10000
    #   10x + 60x <= 10000
    #   70x <= 10000
    #   x <= 10000 / 70
    #
    # Also x >= 30, so feasible x are in [30, 10000/70].
    # The objective with y = 3x is:
    #   x + y = x + 3x = 4x
    # which is increasing in x, so we take the largest feasible x:
    #
    #   x* = 10000 / 70
    #   y* = 3x*
    #   Objective = 4x* = 4 * (10000 / 70) = 40000 / 70 = 4000 / 7

    return 4000.0 / 7.0
```",571.4285714285714,False,0.4285714285714448,0.0007505629221903577,3.3795769214630127,
105,61875.0,"```python
def solve():
    # Let x = units of chemical A, y = units of chemical B
    # Objective: minimize total time = 30x + 45y
    # Constraints:
    # 1) x >= 300
    # 2) x + y >= 1500
    # 3) x <= (1/3) * y  ->  3x <= y
    # 4) x, y >= 0 (implied)
    #
    # The feasible region is a polygon; the optimum of a linear program
    # occurs at a vertex (intersection of constraint boundaries).
    #
    # Candidate vertices come from intersecting:
    #   a) x = 300 and x + y = 1500
    #   b) x = 300 and y = 3x
    #   c) x + y = 1500 and y = 3x
    #
    # We then check feasibility and compute the objective at each.

    candidates = []

    # a) x = 300, x + y = 1500 -> y = 1200
    x = 300.0
    y = 1500.0 - x
    if x >= 300 and x + y >= 1500 and 3 * x <= y and x >= 0 and y >= 0:
        candidates.append((x, y))

    # b) x = 300, y = 3x -> y = 900
    x = 300.0
    y = 3.0 * x
    if x >= 300 and x + y >= 1500 and 3 * x <= y and x >= 0 and y >= 0:
        candidates.append((x, y))

    # c) x + y = 1500, y = 3x -> x + 3x = 1500 -> x = 375, y = 1125
    x = 375.0
    y = 3.0 * x
    if x >= 300 and x + y >= 1500 and 3 * x <= y and x >= 0 and y >= 0:
        candidates.append((x, y))

    # Compute objective 30x + 45y for all feasible candidates
    best_value = None
    for x, y in candidates:
        value = 30.0 * x + 45.0 * y
        if best_value is None or value < best_value:
            best_value = value

    return best_value
```",61875.0,True,0.0,0.0,4.099398851394653,
106,166.66666666666669,"```python
def solve():
    # Let x = acres of apples, y = acres of pears
    # Constraints:
    # 1) x + y = 50 (all acres used; at optimum this will be tight)
    # 2) x >= 5
    # 3) y >= 10
    # 4) y > x (prefers more pears than apples; treat as y >= x for LP boundary)
    # 5) y <= 2x (at most twice as many pears as apples)
    #
    # Objective: maximize 2x + 4y
    
    # We solve analytically by checking corner points of the feasible region.
    # From x + y = 50, y = 50 - x.
    # Substitute into constraints:
    # x >= 5
    # 50 - x >= 10  -> x <= 40
    # 50 - x >= x   -> 50 >= 2x -> x <= 25
    # 50 - x <= 2x  -> 50 <= 3x -> x >= 50/3
    #
    # So x is in [max(5, 50/3), min(40, 25)] = [50/3, 25]
    # Objective: 2x + 4(50 - x) = 2x + 200 - 4x = 200 - 2x
    # This is decreasing in x, so maximize profit by minimizing x in the interval.
    # Minimum x = 50/3, then y = 50 - 50/3 = 100/3.
    #
    # Profit = 2x + 4y = 2*(50/3) + 4*(100/3) = 100/3 + 400/3 = 500/3.
    
    return 500.0 / 3.0
```",166.66666666666666,True,2.842170943040401e-14,1.7053025658140085e-16,3.3777356147766113,
107,4347.0,"```python
def solve():
    # Let T = number of throat swabs, N = number of nasal swabs
    # Objective: maximize number of patients = T + N
    # Constraints:
    # 1) Time: 5T + 3N <= 20000
    # 2) At least 30 nasal swabs: N >= 30
    # 3) At least 4 times as many throat as nasal: T >= 4N
    #
    # This is a linear program in two variables; we can solve it analytically.
    #
    # From T >= 4N, to maximize T + N under the time constraint, we will use
    # the minimum T allowed by that constraint for any fixed N, i.e. T = 4N.
    # Substitute into time constraint:
    #   5(4N) + 3N <= 20000
    #   20N + 3N <= 20000
    #   23N <= 20000
    #   N <= 20000 / 23
    #
    # Also N >= 30, so feasible N are in [30, 20000/23].
    # The objective with T = 4N is:
    #   T + N = 4N + N = 5N
    # which is increasing in N, so we take the largest feasible N:
    N = 20000.0 / 23.0
    T = 4.0 * N

    # The problem asks: ""how many of each swab should be done to maximize
    # the number of patients seen?"" but the instructions for this task say
    # the function should return the optimal objective value (number of patients).
    patients = T + N
    return float(patients)
```",4347.826086956522,False,0.8260869565219764,0.0001900361068603143,3.4840011596679688,
108,1500.0,"```python
def solve():
    # We solve the LP:
    # Minimize 300*x1 + 600*x2
    # s.t.
    #   5*x1 + 10*x2 >= 20   (black)
    #   6*x1 + 10*x2 >= 5    (white)
    #   3*x1 >= 15           (brown)
    #   x1, x2 >= 0
    #
    # This is a 2-variable LP; we can solve it analytically by checking
    # corner points of the feasible region.

    best = float('inf')

    # Helper to check feasibility and update best cost
    def check_point(x1, x2):
        nonlocal best
        if x1 < 0 or x2 < 0:
            return
        if 5*x1 + 10*x2 < 20:
            return
        if 6*x1 + 10*x2 < 5:
            return
        if 3*x1 < 15:
            return
        cost = 300*x1 + 600*x2
        if cost < best:
            best = cost

    # Candidate 1: intersection of brown and black constraints
    # 3*x1 = 15 -> x1 = 5
    # 5*x1 + 10*x2 = 20 -> 25 + 10*x2 = 20 -> x2 = -0.5 (infeasible due to x2>=0)
    # So we skip this as it will be caught by feasibility check:
    x1 = 5.0
    x2 = -0.5
    check_point(x1, x2)

    # Candidate 2: intersection of brown and white constraints
    # 3*x1 = 15 -> x1 = 5
    # 6*x1 + 10*x2 = 5 -> 30 + 10*x2 = 5 -> x2 = -2.5 (infeasible)
    x1 = 5.0
    x2 = -2.5
    check_point(x1, x2)

    # Candidate 3: intersection of black and white constraints
    # 5*x1 + 10*x2 = 20
    # 6*x1 + 10*x2 = 5
    # Subtract: (6x1+10x2) - (5x1+10x2) = 5 - 20 -> x1 = -15 (infeasible)
    x1 = -15.0
    # Solve for x2 from 5*x1 + 10*x2 = 20
    x2 = (20 - 5*x1) / 10.0
    check_point(x1, x2)

    # Candidate 4: intersection of brown constraint with x2 = 0
    # 3*x1 = 15 -> x1 = 5
    x1 = 5.0
    x2 = 0.0
    check_point(x1, x2)

    # Candidate 5: intersection of black constraint with x2 = 0
    # 5*x1 = 20 -> x1 = 4
    x1 = 4.0
    x2 = 0.0
    check_point(x1, x2)

    # Candidate 6: intersection of white constraint with x2 = 0
    # 6*x1 = 5 -> x1 = 5/6
    x1 = 5.0 / 6.0
    x2 = 0.0
    check_point(x1, x2)

    # Candidate 7: intersection of black constraint with x1 = 0
    # 10*x2 = 20 -> x2 = 2
    x1 = 0.0
    x2 = 2.0
    check_point(x1, x2)

    # Candidate 8: intersection of white constraint with x1 = 0
    # 10*x2 = 5 -> x2 = 0.5
    x1 = 0.0
    x2 = 0.5
    check_point(x1, x2)

    # Also check the point that obviously satisfies brown and might be optimal:
    # From brown: x1 >= 5. The cheapest is to set x1 = 5, x2 = 0 (already checked).
    # No other obvious corners remain.

    # best now holds the minimal cost
    return float(best)
```",1500.0,True,0.0,0.0,4.714378595352173,
109,45.0,"```python
def solve():
    # We solve the LP:
    # Maximize: 5x + 3y
    # Subject to:
    # 4x + 6y <= 150   (flour)
    # 6x + 3y <= 100   (liquid)
    # 4x + 2y <= 30    (waste)
    # x >= 0, y >= 0
    
    # Since it's a 2-variable LP, we can solve by enumerating corner points
    # formed by intersections of constraint lines and axes.
    
    import math

    # Helper to solve a1*x + b1*y = c1 and a2*x + b2*y = c2
    def intersect(a1, b1, c1, a2, b2, c2):
        det = a1 * b2 - a2 * b1
        if abs(det) < 1e-9:
            return None
        x = (c1 * b2 - c2 * b1) / det
        y = (a1 * c2 - a2 * c1) / det
        return (x, y)

    # Constraints in the form (a, b, c) for a*x + b*y <= c
    constraints = [
        (4.0, 6.0, 150.0),  # flour
        (6.0, 3.0, 100.0),  # liquid
        (4.0, 2.0, 30.0)    # waste
    ]

    # Candidate points: intersections of each pair of constraints and with axes
    candidates = []

    # Intersections of constraint pairs
    for i in range(len(constraints)):
        for j in range(i + 1, len(constraints)):
            a1, b1, c1 = constraints[i]
            a2, b2, c2 = constraints[j]
            pt = intersect(a1, b1, c1, a2, b2, c2)
            if pt is not None:
                candidates.append(pt)

    # Intersections with axes: set x=0 or y=0 for each constraint
    for (a, b, c) in constraints:
        # x = 0 => b*y <= c
        if abs(b) > 1e-9:
            y = c / b
            candidates.append((0.0, y))
        # y = 0 => a*x <= c
        if abs(a) > 1e-9:
            x = c / a
            candidates.append((x, 0.0))

    # Always include origin
    candidates.append((0.0, 0.0))

    def feasible(x, y):
        if x < -1e-9 or y < -1e-9:
            return False
        for (a, b, c) in constraints:
            if a * x + b * y - c > 1e-9:
                return False
        return True

    best_val = -math.inf
    for (x, y) in candidates:
        if feasible(x, y):
            val = 5.0 * x + 3.0 * y
            if val > best_val:
                best_val = val

    return float(best_val)
```",45.0,True,0.0,0.0,3.2748987674713135,
110,430.0,"```python
def solve():
    # We model:
    # x = number of helicopter trips
    # y = number of car trips
    #
    # Constraints:
    # 1) Fish capacity: 30x + 20y >= 300
    # 2) At most 5 helicopter trips: x <= 5
    # 3) At least 60% of trips by car: y >= 1.5x
    # 4) x, y >= 0
    #
    # Objective: minimize total time T = 40x + 30y
    #
    # This is a small LP; we can brute-force over a reasonable grid
    # because the feasible region is bounded by the constraints.
    #
    # From constraints:
    # - x is between 0 and 5
    # - For each x, y must satisfy:
    #   y >= 1.5x
    #   30x + 20y >= 300  -> y >= (300 - 30x)/20
    #
    # We search over x, y in a fine grid and keep the best feasible solution.
    # Since the problem is continuous, we use a small step size to approximate.
    
    best_val = None
    step = 0.001  # fine enough for this small problem
    
    x = 0.0
    while x <= 5.0 + 1e-9:
        # Lower bounds on y from constraints
        y_min1 = 1.5 * x
        y_min2 = (300.0 - 30.0 * x) / 20.0
        y_min = max(y_min1, y_min2, 0.0)
        
        # If y_min is already very large, skip
        if y_min > 1000:
            x += step
            continue
        
        # For fixed x, objective increases with y (since 30 > 0),
        # so the best y is the minimal feasible y, i.e., y_min.
        y = y_min
        
        # Check feasibility (with small tolerance)
        if (30.0 * x + 20.0 * y >= 300.0 - 1e-6 and
            x <= 5.0 + 1e-6 and
            y >= 1.5 * x - 1e-6 and
            x >= -1e-6 and y >= -1e-6):
            
            val = 40.0 * x + 30.0 * y
            if best_val is None or val < best_val:
                best_val = val
        
        x += step
    
    # Return the optimal objective value as a float
    return float(best_val if best_val is not None else 0.0)
```",425.0000000000004,False,4.999999999999602,0.011627906976716219,3.0777599811553955,
111,600.0,"```python
def solve():
    # Let x = number of regular boat trips
    # Let y = number of speed boat trips
    #
    # Constraints:
    # 1) Mail capacity: 20x + 30y >= 1000
    # 2) Regular trip limit: x <= 20
    # 3) At least 50% speed trips: y >= x
    # 4) x, y >= 0
    #
    # Objective: minimize gas = 10x + 20y
    #
    # We will brute-force over integer x, y in a reasonable range.
    # Upper bound for y: if all trips are speed boats, 30y >= 1000 => y >= 34 (since 33*30=990)
    # So y up to, say, 100 is more than enough.

    best_value = None

    for x in range(0, 21):  # x <= 20
        for y in range(0, 101):
            # Check constraints
            if 20 * x + 30 * y < 1000:
                continue
            if y < x:
                continue

            gas = 10 * x + 20 * y
            if best_value is None or gas < best_value:
                best_value = gas

    # Return the optimal objective value (minimal gas consumption)
    return float(best_value)
```",600.0,True,0.0,0.0,2.042426586151123,
